Ticket_Key,Agentkey,IssueType,Vendor,Feedback,CPC,AWT (hrs),Good Feedback
83711,12,Presales,XYZ,Good,3,1.7,1
84774,12,Aftersales,XYZ,Good,3,0,1
85103,12,Aftersales,XYZ,Good,3,2.6,1
86633,12,Aftersales,XYZ,Good,3,1.5,1
87339,12,Presales,XYZ,Good,3,17.3,1
88078,12,Billing,XYZ,Good,3,2.7,1
88836,12,Billing,XYZ,Good,3,18.5,1
89637,12,Presales,XYZ,Good,3,3.7,1
90841,12,Presales,XYZ,Good,3,8.8,1
91055,12,Billing,XYZ,Good,3,1,1
91490,12,Aftersales,XYZ,Good,3,9.1,1
91670,12,Aftersales,XYZ,Good,3,3.3,1
92019,12,Aftersales,XYZ,Good,3,2.7,1
92992,12,Billing,XYZ,Good,3,2.1,1
95837,12,Billing,XYZ,Good,3,8.8,1
95919,12,Aftersales,XYZ,Good,3,2.6,1
95993,12,Presales,XYZ,Good,3,1.8,1
96146,12,Aftersales,XYZ,Good,3,4,1
96819,12,Aftersales,XYZ,Good,3,9.5,1
97322,12,Presales,XYZ,Good,3,6,1
97643,12,Aftersales,XYZ,Good,3,23.1,1
98926,12,Aftersales,XYZ,Good,3,3.3,1
661,82,Billing,XYZ,Good,3,1.1,1
1852,82,Billing,XYZ,Good,3,33.3,1
2050,82,Billing,XYZ,Good,3,4.3,1
3436,82,Billing,XYZ,Good,3,9.1,1
3541,82,Aftersales,XYZ,Good,3,2.5,1
3850,82,Billing,XYZ,Good,3,6,1
4248,82,Billing,XYZ,Good,3,17.3,1
5420,82,Billing,XYZ,Good,3,1.8,1
6293,82,Aftersales,XYZ,Good,3,37.6,1
7143,82,Presales,XYZ,Good,3,3.7,1
8519,82,Billing,XYZ,Good,3,4.3,1
9338,82,Aftersales,XYZ,Good,3,9.2,1
9360,82,Aftersales,XYZ,Good,3,7,1
9437,82,Billing,XYZ,Good,3,9.7,1
10507,82,Aftersales,XYZ,Good,3,3.5,1
11136,82,Aftersales,XYZ,Good,3,12.7,1
11294,82,Billing,XYZ,Good,3,35,1
12225,82,Billing,XYZ,Good,3,2.3,1
13040,82,Presales,XYZ,Good,3,3.6,1
13685,82,Aftersales,XYZ,Good,3,0.4,1
13821,82,Presales,XYZ,Good,3,4.9,1
14019,82,Aftersales,XYZ,Good,3,3.1,1
14394,82,Presales,XYZ,Good,3,13,1
14562,82,Aftersales,XYZ,Good,3,2.6,1
14949,82,Billing,XYZ,Good,3,15.1,1
15805,82,Aftersales,XYZ,Good,3,1.6,1
16428,82,Billing,XYZ,Good,3,1.4,1
16525,82,Billing,XYZ,Good,3,39.7,1
17237,82,Aftersales,XYZ,Good,3,9.1,1
18123,82,Billing,XYZ,Good,3,17.2,1
18229,82,Presales,XYZ,Good,3,9.6,1
20484,82,Aftersales,XYZ,Good,3,5.8,1
21431,82,Presales,XYZ,Good,3,17.1,1
22049,82,Aftersales,XYZ,Good,3,7.5,1
22173,82,Presales,XYZ,Good,3,5.8,1
23128,82,Billing,XYZ,Good,3,2.1,1
23617,82,Billing,XYZ,Good,3,3.1,1
24942,82,Presales,XYZ,Good,3,0.1,1
26803,82,Billing,XYZ,Good,3,2.1,1
26881,82,Presales,XYZ,Good,3,7.2,1
27241,82,Presales,XYZ,Good,3,10,1
28201,82,Presales,XYZ,Good,3,0.8,1
29297,82,Aftersales,XYZ,Good,3,17.2,1
29544,82,Aftersales,XYZ,Good,3,1.4,1
29957,82,Presales,XYZ,Good,3,9.2,1
30297,82,Presales,XYZ,Good,3,1.4,1
30545,82,Billing,XYZ,Good,3,4.6,1
31308,82,Billing,XYZ,Good,3,0.8,1
31895,82,Billing,XYZ,Good,3,7.8,1
32587,82,Presales,XYZ,Good,3,2.2,1
33610,82,Presales,XYZ,Good,3,16.5,1
34112,82,Billing,XYZ,Good,3,16.8,1
35437,82,Presales,XYZ,Good,3,2,1
36846,82,Billing,XYZ,Good,3,2.4,1
37205,82,Presales,XYZ,Good,3,4,1
38236,82,Billing,XYZ,Good,3,24.8,1
38603,82,Aftersales,XYZ,Good,3,1.8,1
39790,82,Presales,XYZ,Good,3,3.8,1
40563,82,Aftersales,XYZ,Good,3,21.6,1
40999,82,Aftersales,XYZ,Good,3,8.6,1
41173,82,Billing,XYZ,Good,3,3.7,1
41368,82,Presales,XYZ,Good,3,3.8,1
42834,82,Billing,XYZ,Good,3,33.4,1
43038,82,Aftersales,XYZ,Good,3,1.3,1
43159,82,Presales,XYZ,Good,3,0.1,1
43645,82,Aftersales,XYZ,Good,3,8.5,1
44991,82,Billing,XYZ,Good,3,3.9,1
45350,82,Presales,XYZ,Good,3,6.6,1
45395,82,Aftersales,XYZ,Good,3,3.8,1
45841,82,Billing,XYZ,Good,3,18.6,1
46117,82,Presales,XYZ,Good,3,2.7,1
46887,82,Billing,XYZ,Good,3,2.6,1
47430,82,Billing,XYZ,Good,3,8.7,1
47750,82,Billing,XYZ,Good,3,1.7,1
47800,82,Presales,XYZ,Good,3,7.7,1
50241,82,Billing,XYZ,Good,3,23.8,1
50648,82,Presales,XYZ,Good,3,2,1
51130,82,Aftersales,XYZ,Good,3,6.9,1
51426,82,Aftersales,XYZ,Good,3,1.6,1
53771,82,Billing,XYZ,Good,3,0.3,1
55978,82,Aftersales,XYZ,Good,3,2.7,1
56145,82,Presales,XYZ,Good,3,1.8,1
56291,82,Billing,XYZ,Good,3,9.8,1
56734,82,Aftersales,XYZ,Good,3,0.7,1
56794,82,Aftersales,XYZ,Good,3,6.1,1
58540,82,Aftersales,XYZ,Good,3,3.9,1
59764,82,Aftersales,XYZ,Good,3,8.7,1
60153,82,Billing,XYZ,Good,3,1.3,1
60576,82,Billing,XYZ,Good,3,35,1
61377,82,Aftersales,XYZ,Good,3,13.2,1
61581,82,Billing,XYZ,Good,3,31.4,1
62051,82,Aftersales,XYZ,Good,3,2.7,1
62980,82,Aftersales,XYZ,Good,3,0.1,1
63110,82,Presales,XYZ,Good,3,3.2,1
64019,82,Billing,XYZ,Good,3,1.2,1
64279,82,Aftersales,XYZ,Good,3,9.5,1
64317,82,Aftersales,XYZ,Good,3,0.6,1
64323,82,Presales,XYZ,Good,3,31.8,1
65816,82,Billing,XYZ,Good,3,38.4,1
66096,82,Aftersales,XYZ,Good,3,3.6,1
67552,82,Aftersales,XYZ,Good,3,7.1,1
68037,82,Presales,XYZ,Good,3,8.3,1
68496,82,Aftersales,XYZ,Good,3,2.1,1
68874,82,Presales,XYZ,Good,3,0.9,1
69832,82,Aftersales,XYZ,Good,3,27.9,1
69895,82,Billing,XYZ,Good,3,7.9,1
70143,82,Presales,XYZ,Good,3,14.4,1
71982,82,Billing,XYZ,Good,3,17.4,1
73538,82,Presales,XYZ,Good,3,1,1
74267,82,Presales,XYZ,Good,3,9.9,1
75087,82,Aftersales,XYZ,Good,3,1,1
75305,82,Aftersales,XYZ,Good,3,0.4,1
75582,82,Presales,XYZ,Good,3,2.9,1
75596,82,Billing,XYZ,Good,3,3.8,1
75968,82,Presales,XYZ,Good,3,0.6,1
76241,82,Presales,XYZ,Good,3,7.6,1
76253,82,Presales,XYZ,Good,3,19.5,1
77303,82,Billing,XYZ,Good,3,3.9,1
77797,82,Billing,XYZ,Good,3,0.3,1
77864,82,Presales,XYZ,Good,3,3,1
79046,82,Aftersales,XYZ,Good,3,17.9,1
79147,82,Presales,XYZ,Good,3,4,1
79471,82,Presales,XYZ,Good,3,4.1,1
80428,82,Aftersales,XYZ,Good,3,17.4,1
80680,82,Aftersales,XYZ,Good,3,24,1
81197,82,Billing,XYZ,Good,3,5.8,1
81753,82,Presales,XYZ,Good,3,34.1,1
84823,82,Presales,XYZ,Good,3,15.5,1
85059,82,Aftersales,XYZ,Good,3,31.9,1
85505,82,Presales,XYZ,Good,3,14.7,1
85862,82,Presales,XYZ,Good,3,6.3,1
86265,82,Aftersales,XYZ,Good,3,5.1,1
87077,82,Presales,XYZ,Good,3,7.8,1
87505,82,Billing,XYZ,Good,3,2,1
88642,82,Presales,XYZ,Good,3,9.5,1
88958,82,Aftersales,XYZ,Good,3,15.6,1
90041,82,Aftersales,XYZ,Good,3,8.4,1
90212,82,Presales,XYZ,Good,3,14.8,1
91460,82,Aftersales,XYZ,Good,3,2.3,1
91564,82,Aftersales,XYZ,Good,3,29.8,1
92095,82,Billing,XYZ,Good,3,18.8,1
93105,82,Presales,XYZ,Good,3,5.3,1
96573,82,Billing,XYZ,Good,3,2.5,1
97227,82,Billing,XYZ,Good,3,1.7,1
97779,82,Aftersales,XYZ,Good,3,7.3,1
97795,82,Presales,XYZ,Good,3,0.4,1
98201,82,Billing,XYZ,Good,3,0.5,1
98899,82,Billing,XYZ,Good,3,3.7,1
98969,82,Presales,XYZ,Good,3,0.7,1
99001,82,Billing,XYZ,Good,3,10.8,1
309,60,Headphones,XYZ,Good,3,0.1,1
683,92,Headphones,XYZ,Good,3,0.9,1
915,53,Headphones,XYZ,Good,3,1.2,1
1014,41,Headphones,XYZ,Good,3,9.5,1
1727,64,Headphones,XYZ,Good,3,2.7,1
1971,17,Headphones,XYZ,Good,3,1.4,1
2442,36,Headphones,XYZ,Good,3,9.9,1
2838,37,Headphones,XYZ,Good,3,1.8,1
3110,60,Headphones,XYZ,Good,3,21,1
3227,41,Headphones,XYZ,Good,3,8.1,1
3327,92,Headphones,XYZ,Good,3,0.2,1
3712,64,Headphones,XYZ,Good,3,2.5,1
4382,92,Headphones,XYZ,Good,3,2.2,1
5042,43,Headphones,XYZ,Good,3,1.7,1
5177,4,Headphones,XYZ,Good,3,17.3,1
5322,39,Headphones,XYZ,Good,3,19.2,1
6324,36,Headphones,XYZ,Good,3,25.6,1
6691,41,Headphones,XYZ,Good,3,1,1
6729,43,Headphones,XYZ,Good,3,6.6,1
6829,43,Headphones,XYZ,Good,3,1.3,1
6938,37,Headphones,XYZ,Good,3,2.7,1
7334,92,Headphones,XYZ,Good,3,4.2,1
7345,64,Headphones,XYZ,Good,3,4,1
7758,36,Headphones,XYZ,Good,3,27.8,1
8019,53,Headphones,XYZ,Good,3,2.8,1
8072,36,Headphones,XYZ,Good,3,8.2,1
8157,60,Headphones,XYZ,Good,3,9.2,1
8534,4,Headphones,XYZ,Good,3,4.5,1
8819,53,Headphones,XYZ,Good,3,36.7,1
9341,41,Headphones,XYZ,Good,3,7.2,1
9764,17,Headphones,XYZ,Good,3,4.8,1
9897,41,Headphones,XYZ,Good,3,2.9,1
10352,39,Headphones,XYZ,Good,3,2.4,1
10357,83,Headphones,XYZ,Good,3,2.5,1
10635,92,Headphones,XYZ,Good,3,21.2,1
11057,53,Headphones,XYZ,Good,3,2.2,1
11482,60,Headphones,XYZ,Good,3,9.2,1
11650,37,Headphones,XYZ,Good,3,3.3,1
11927,4,Headphones,XYZ,Good,3,0.7,1
11936,53,Headphones,XYZ,Good,3,8.5,1
13160,92,Headphones,XYZ,Good,3,32.7,1
13218,92,Headphones,XYZ,Good,3,5,1
13407,4,Headphones,XYZ,Good,3,0.9,1
14667,39,Headphones,XYZ,Good,3,2.6,1
14921,92,Headphones,XYZ,Good,3,7.1,1
15240,4,Headphones,XYZ,Good,3,15.7,1
15402,4,Headphones,XYZ,Good,3,1.4,1
15468,36,Headphones,XYZ,Good,3,2.9,1
15494,92,Headphones,XYZ,Good,3,5.9,1
16105,60,Headphones,XYZ,Good,3,4.1,1
16319,60,Headphones,XYZ,Good,3,2.3,1
16768,83,Headphones,XYZ,Good,3,1.3,1
16892,64,Headphones,XYZ,Good,3,0.5,1
17387,37,Headphones,XYZ,Good,3,19,1
17570,92,Headphones,XYZ,Good,3,2,1
17803,92,Headphones,XYZ,Good,3,4.2,1
17819,36,Headphones,XYZ,Good,3,38.7,1
18390,53,Headphones,XYZ,Good,3,0.8,1
19026,36,Headphones,XYZ,Good,3,1.6,1
19434,41,Headphones,XYZ,Good,3,9.1,1
20411,37,Headphones,XYZ,Good,3,20.2,1
20993,43,Headphones,XYZ,Good,3,3.7,1
21004,39,Headphones,XYZ,Good,3,0.3,1
23412,4,Headphones,XYZ,Good,3,0.1,1
23461,4,Headphones,XYZ,Good,3,11.4,1
24191,17,Headphones,XYZ,Good,3,2.2,1
24270,41,Headphones,XYZ,Good,3,1.9,1
24350,37,Headphones,XYZ,Good,3,36.2,1
25305,17,Headphones,XYZ,Good,3,1.6,1
25453,39,Headphones,XYZ,Good,3,3.5,1
25975,83,Headphones,XYZ,Good,3,2.2,1
26439,37,Headphones,XYZ,Good,3,4.5,1
26640,17,Headphones,XYZ,Good,3,13.2,1
27006,60,Headphones,XYZ,Good,3,1.1,1
27311,39,Headphones,XYZ,Good,3,7.8,1
27599,17,Headphones,XYZ,Good,3,1.2,1
27746,53,Headphones,XYZ,Good,3,0.2,1
27830,53,Headphones,XYZ,Good,3,9.4,1
27858,53,Headphones,XYZ,Good,3,16.5,1
27940,53,Headphones,XYZ,Good,3,2.8,1
28409,39,Headphones,XYZ,Good,3,0.1,1
29177,53,Headphones,XYZ,Good,3,1.8,1
29941,60,Headphones,XYZ,Good,3,3.1,1
30186,92,Headphones,XYZ,Good,3,29.6,1
30425,92,Headphones,XYZ,Good,3,4.1,1
30654,37,Headphones,XYZ,Good,3,13.4,1
30710,60,Headphones,XYZ,Good,3,5.9,1
31173,43,Headphones,XYZ,Good,3,0.9,1
31649,43,Headphones,XYZ,Good,3,3.3,1
32496,43,Headphones,XYZ,Good,3,3.7,1
32648,43,Headphones,XYZ,Good,3,13.1,1
33031,4,Headphones,XYZ,Good,3,3.2,1
33190,92,Headphones,XYZ,Good,3,36.7,1
33598,43,Headphones,XYZ,Good,3,8.1,1
33736,4,Headphones,XYZ,Good,3,1,1
34017,17,Headphones,XYZ,Good,3,1.1,1
34396,41,Headphones,XYZ,Good,3,3.6,1
34737,41,Headphones,XYZ,Good,3,8.2,1
34907,39,Headphones,XYZ,Good,3,2.8,1
35392,17,Headphones,XYZ,Good,3,1.6,1
35873,43,Headphones,XYZ,Good,3,13.3,1
36405,41,Headphones,XYZ,Good,3,1,1
36464,37,Headphones,XYZ,Good,3,3.3,1
36496,64,Headphones,XYZ,Good,3,18.7,1
36760,41,Headphones,XYZ,Good,3,0.8,1
37032,60,Headphones,XYZ,Good,3,5.3,1
37047,64,Headphones,XYZ,Good,3,1.5,1
37627,83,Headphones,XYZ,Good,3,6.2,1
38074,4,Headphones,XYZ,Good,3,10.1,1
38121,64,Headphones,XYZ,Good,3,6.8,1
39778,39,Headphones,XYZ,Good,3,20.9,1
39877,43,Headphones,XYZ,Good,3,3.6,1
41708,53,Headphones,XYZ,Good,3,3.3,1
41962,43,Headphones,XYZ,Good,3,15,1
41970,36,Headphones,XYZ,Good,3,14.4,1
42212,64,Headphones,XYZ,Good,3,9.8,1
42213,53,Headphones,XYZ,Good,3,4,1
42726,39,Headphones,XYZ,Good,3,3.3,1
43510,37,Headphones,XYZ,Good,3,1.7,1
44662,36,Headphones,XYZ,Good,3,3.4,1
44696,36,Headphones,XYZ,Good,3,1.6,1
45507,43,Headphones,XYZ,Good,3,2.3,1
45686,37,Headphones,XYZ,Good,3,3.5,1
45837,43,Headphones,XYZ,Good,3,3.3,1
46863,43,Headphones,XYZ,Good,3,1.2,1
47058,17,Headphones,XYZ,Good,3,11.1,1
47480,60,Headphones,XYZ,Good,3,0.2,1
47982,60,Headphones,XYZ,Good,3,7.2,1
48641,39,Headphones,XYZ,Good,3,33.4,1
49022,83,Headphones,XYZ,Good,3,2,1
49216,36,Headphones,XYZ,Good,3,5.5,1
50125,17,Headphones,XYZ,Good,3,24.1,1
50318,17,Headphones,XYZ,Good,3,0.8,1
50394,53,Headphones,XYZ,Good,3,7.4,1
51298,36,Headphones,XYZ,Good,3,1,1
51404,39,Headphones,XYZ,Good,3,16.5,1
52612,64,Headphones,XYZ,Good,3,2.3,1
52677,83,Headphones,XYZ,Good,3,3,1
52842,92,Headphones,XYZ,Good,3,2.2,1
53092,64,Headphones,XYZ,Good,3,1.6,1
53299,64,Headphones,XYZ,Good,3,35.4,1
53368,37,Headphones,XYZ,Good,3,2.8,1
54324,60,Headphones,XYZ,Good,3,23.8,1
54463,4,Headphones,XYZ,Good,3,37.6,1
54474,92,Headphones,XYZ,Good,3,2.6,1
55237,83,Headphones,XYZ,Good,3,8.5,1
55484,53,Headphones,XYZ,Good,3,3,1
56687,4,Headphones,XYZ,Good,3,0.5,1
58283,41,Headphones,XYZ,Good,3,3.8,1
58295,53,Headphones,XYZ,Good,3,2.2,1
58643,41,Headphones,XYZ,Good,3,13.4,1
58645,64,Headphones,XYZ,Good,3,2.4,1
58740,92,Headphones,XYZ,Good,3,11,1
58909,4,Headphones,XYZ,Good,3,38.8,1
59350,4,Headphones,XYZ,Good,3,15.1,1
60091,39,Headphones,XYZ,Good,3,0.2,1
60656,36,Headphones,XYZ,Good,3,2.4,1
60744,64,Headphones,XYZ,Good,3,0.5,1
60921,39,Headphones,XYZ,Good,3,5.6,1
61390,60,Headphones,XYZ,Good,3,9.4,1
61745,83,Headphones,XYZ,Good,3,2.4,1
61921,4,Headphones,XYZ,Good,3,33.9,1
63007,39,Headphones,XYZ,Good,3,30.3,1
63141,41,Headphones,XYZ,Good,3,7.8,1
63204,39,Headphones,XYZ,Good,3,2.7,1
63397,60,Headphones,XYZ,Good,3,1.2,1
63792,53,Headphones,XYZ,Good,3,1.3,1
63903,64,Headphones,XYZ,Good,3,2.7,1
63985,17,Headphones,XYZ,Good,3,37.5,1
64767,41,Headphones,XYZ,Good,3,2.8,1
65093,60,Headphones,XYZ,Good,3,25.2,1
65541,37,Headphones,XYZ,Good,3,37.9,1
65861,4,Headphones,XYZ,Good,3,8.3,1
66338,17,Headphones,XYZ,Good,3,17.5,1
66692,64,Headphones,XYZ,Good,3,1.6,1
67757,64,Headphones,XYZ,Good,3,8.6,1
68433,37,Headphones,XYZ,Good,3,0.8,1
68658,83,Headphones,XYZ,Good,3,9.1,1
68999,64,Headphones,XYZ,Good,3,3.7,1
69224,83,Headphones,XYZ,Good,3,3.6,1
69240,37,Headphones,XYZ,Good,3,15.2,1
70377,92,Headphones,XYZ,Good,3,6.7,1
70468,39,Headphones,XYZ,Good,3,9.9,1
70497,36,Headphones,XYZ,Good,3,8.3,1
70617,64,Headphones,XYZ,Good,3,5.7,1
71137,64,Headphones,XYZ,Good,3,4.4,1
71288,41,Headphones,XYZ,Good,3,19.1,1
71440,17,Headphones,XYZ,Good,3,4.7,1
71483,60,Headphones,XYZ,Good,3,1.6,1
71865,60,Headphones,XYZ,Good,3,6.9,1
71918,53,Headphones,XYZ,Good,3,0.6,1
72124,41,Headphones,XYZ,Good,3,4.6,1
72538,36,Headphones,XYZ,Good,3,0,1
72546,37,Headphones,XYZ,Good,3,1.6,1
72788,53,Headphones,XYZ,Good,3,3.2,1
72969,43,Headphones,XYZ,Good,3,34.5,1
73396,41,Headphones,XYZ,Good,3,7.4,1
73510,17,Headphones,XYZ,Good,3,5.2,1
73817,4,Headphones,XYZ,Good,3,29,1
74128,17,Headphones,XYZ,Good,3,0.5,1
74589,92,Headphones,XYZ,Good,3,4.1,1
74808,92,Headphones,XYZ,Good,3,36.2,1
75296,83,Headphones,XYZ,Good,3,3.2,1
75358,36,Headphones,XYZ,Good,3,8.9,1
75411,41,Headphones,XYZ,Good,3,2.9,1
75690,43,Headphones,XYZ,Good,3,17.8,1
75905,83,Headphones,XYZ,Good,3,6,1
76573,92,Headphones,XYZ,Good,3,15.6,1
77199,53,Headphones,XYZ,Good,3,3,1
78088,53,Headphones,XYZ,Good,3,5.1,1
78789,83,Headphones,XYZ,Good,3,0.8,1
79091,43,Headphones,XYZ,Good,3,3,1
79158,39,Headphones,XYZ,Good,3,2.2,1
79280,64,Headphones,XYZ,Good,3,10.7,1
79472,17,Headphones,XYZ,Good,3,16.5,1
80706,4,Headphones,XYZ,Good,3,4,1
80936,92,Headphones,XYZ,Good,3,18.4,1
81093,53,Headphones,XYZ,Good,3,3.3,1
81371,36,Headphones,XYZ,Good,3,0.6,1
81758,41,Headphones,XYZ,Good,3,3.1,1
82010,36,Headphones,XYZ,Good,3,1.1,1
83405,83,Headphones,XYZ,Good,3,11.1,1
83569,53,Headphones,XYZ,Good,3,9.4,1
83773,83,Headphones,XYZ,Good,3,7.5,1
84810,83,Headphones,XYZ,Good,3,7,1
85002,60,Headphones,XYZ,Good,3,1.6,1
85228,60,Headphones,XYZ,Good,3,1.1,1
85516,41,Headphones,XYZ,Good,3,11.2,1
85605,39,Headphones,XYZ,Good,3,13.7,1
85850,4,Headphones,XYZ,Good,3,10,1
86172,64,Headphones,XYZ,Good,3,2.2,1
86270,41,Headphones,XYZ,Good,3,1.1,1
86432,37,Headphones,XYZ,Good,3,10.7,1
86745,4,Headphones,XYZ,Good,3,3.2,1
86852,36,Headphones,XYZ,Good,3,1.9,1
87446,43,Headphones,XYZ,Good,3,0.3,1
88307,64,Headphones,XYZ,Good,3,1.7,1
88794,64,Headphones,XYZ,Good,3,2.1,1
88861,4,Headphones,XYZ,Good,3,3.5,1
88986,36,Headphones,XYZ,Good,3,1.3,1
89159,41,Headphones,XYZ,Good,3,7.2,1
90343,36,Headphones,XYZ,Good,3,0.5,1
90370,53,Headphones,XYZ,Good,3,1.1,1
90421,64,Headphones,XYZ,Good,3,3,1
91020,36,Headphones,XYZ,Good,3,2.9,1
91315,41,Headphones,XYZ,Good,3,0,1
92579,60,Headphones,XYZ,Good,3,0.4,1
92659,60,Headphones,XYZ,Good,3,15,1
92798,41,Headphones,XYZ,Good,3,1.7,1
92975,83,Headphones,XYZ,Good,3,33.2,1
94567,43,Headphones,XYZ,Good,3,6.2,1
95285,53,Headphones,XYZ,Good,3,28.2,1
95642,64,Headphones,XYZ,Good,3,1.2,1
96270,17,Headphones,XYZ,Good,3,9.7,1
96674,53,Headphones,XYZ,Good,3,21.5,1
97067,17,Headphones,XYZ,Good,3,24.9,1
97068,83,Headphones,XYZ,Good,3,39.1,1
97844,53,Headphones,XYZ,Good,3,3.1,1
98477,17,Headphones,XYZ,Good,3,5.8,1
98980,83,Headphones,XYZ,Good,3,4.7,1
99544,39,Headphones,XYZ,Good,3,2.7,1
99567,53,Headphones,XYZ,Good,3,5.2,1
99858,4,Headphones,XYZ,Good,3,3,1
50,60,RMA,XYZ,Good,3,9.5,1
110,64,RMA,XYZ,Good,3,0.3,1
234,36,RMA,XYZ,Good,3,1.8,1
277,64,RMA,XYZ,Good,3,0.4,1
312,92,RMA,XYZ,Good,3,5,1
390,92,RMA,XYZ,Good,3,0.2,1
470,37,RMA,XYZ,Good,3,19.9,1
1907,43,RMA,XYZ,Good,3,1.3,1
2045,92,RMA,XYZ,Good,3,3.3,1
2248,37,RMA,XYZ,Good,3,0.2,1
2860,60,RMA,XYZ,Good,3,39.5,1
3125,36,RMA,XYZ,Good,3,33.2,1
3458,43,RMA,XYZ,Good,3,0.5,1
3479,43,RMA,XYZ,Good,3,3,1
3744,37,RMA,XYZ,Good,3,0.9,1
3781,43,RMA,XYZ,Good,3,5.4,1
4263,41,RMA,XYZ,Good,3,3.1,1
4367,37,RMA,XYZ,Good,3,0.2,1
4745,83,RMA,XYZ,Good,3,33.5,1
5024,36,RMA,XYZ,Good,3,2.2,1
5050,37,RMA,XYZ,Good,3,7.4,1
5244,43,RMA,XYZ,Good,3,9.2,1
5265,4,RMA,XYZ,Good,3,28.9,1
5462,41,RMA,XYZ,Good,3,1.9,1
5895,43,RMA,XYZ,Good,3,35.1,1
6187,43,RMA,XYZ,Good,3,5.7,1
7355,64,RMA,XYZ,Good,3,0.2,1
7533,60,RMA,XYZ,Good,3,9.6,1
7549,83,RMA,XYZ,Good,3,1.4,1
7708,37,RMA,XYZ,Good,3,0,1
7964,43,RMA,XYZ,Good,3,2.5,1
8671,92,RMA,XYZ,Good,3,3.6,1
9111,43,RMA,XYZ,Good,3,9.5,1
10398,17,RMA,XYZ,Good,3,26.8,1
10718,53,RMA,XYZ,Good,3,6,1
10816,41,RMA,XYZ,Good,3,3,1
10990,43,RMA,XYZ,Good,3,6.1,1
11145,41,RMA,XYZ,Good,3,7.6,1
11615,39,RMA,XYZ,Good,3,0.6,1
11665,17,RMA,XYZ,Good,3,1.3,1
11704,41,RMA,XYZ,Good,3,14.5,1
11967,64,RMA,XYZ,Good,3,9.2,1
12248,41,RMA,XYZ,Good,3,5.2,1
12422,60,RMA,XYZ,Good,3,22.6,1
12493,60,RMA,XYZ,Good,3,1.6,1
12736,36,RMA,XYZ,Good,3,0.7,1
12809,92,RMA,XYZ,Good,3,0.5,1
12849,92,RMA,XYZ,Good,3,5.5,1
12858,64,RMA,XYZ,Good,3,3.2,1
13128,83,RMA,XYZ,Good,3,3.3,1
13340,92,RMA,XYZ,Good,3,8.3,1
13564,17,RMA,XYZ,Good,3,0.7,1
14352,64,RMA,XYZ,Good,3,1.7,1
15223,83,RMA,XYZ,Good,3,29.2,1
15828,43,RMA,XYZ,Good,3,1.2,1
16019,4,RMA,XYZ,Good,3,1.2,1
16230,17,RMA,XYZ,Good,3,3.8,1
16309,92,RMA,XYZ,Good,3,4.6,1
16346,43,RMA,XYZ,Good,3,8.4,1
16748,41,RMA,XYZ,Good,3,1.3,1
17063,43,RMA,XYZ,Good,3,35.9,1
17440,17,RMA,XYZ,Good,3,37.4,1
17580,39,RMA,XYZ,Good,3,3.5,1
17724,41,RMA,XYZ,Good,3,0.2,1
18090,41,RMA,XYZ,Good,3,16.2,1
18547,92,RMA,XYZ,Good,3,3.4,1
18686,53,RMA,XYZ,Good,3,1.9,1
18872,92,RMA,XYZ,Good,3,9.4,1
18886,37,RMA,XYZ,Good,3,32.6,1
19728,53,RMA,XYZ,Good,3,9.7,1
19981,64,RMA,XYZ,Good,3,8.3,1
20003,92,RMA,XYZ,Good,3,7.7,1
20092,60,RMA,XYZ,Good,3,18.6,1
21059,43,RMA,XYZ,Good,3,7,1
21287,43,RMA,XYZ,Good,3,5.8,1
22633,60,RMA,XYZ,Good,3,26,1
22636,36,RMA,XYZ,Good,3,21.8,1
22953,53,RMA,XYZ,Good,3,5.6,1
23044,39,RMA,XYZ,Good,3,20.9,1
23182,4,RMA,XYZ,Good,3,17.1,1
23616,83,RMA,XYZ,Good,3,2.1,1
23816,37,RMA,XYZ,Good,3,8.8,1
23973,92,RMA,XYZ,Good,3,2.2,1
25612,64,RMA,XYZ,Good,3,0.6,1
27162,53,RMA,XYZ,Good,3,2.9,1
27510,4,RMA,XYZ,Good,3,2.4,1
28042,37,RMA,XYZ,Good,3,28,1
28373,43,RMA,XYZ,Good,3,4,1
28802,41,RMA,XYZ,Good,3,0.6,1
29108,43,RMA,XYZ,Good,3,1.7,1
29474,43,RMA,XYZ,Good,3,7.5,1
30394,53,RMA,XYZ,Good,3,0.6,1
30702,60,RMA,XYZ,Good,3,0.8,1
30732,37,RMA,XYZ,Good,3,3.8,1
30911,4,RMA,XYZ,Good,3,0.2,1
30928,83,RMA,XYZ,Good,3,0.8,1
31353,83,RMA,XYZ,Good,3,30.7,1
32402,17,RMA,XYZ,Good,3,1.5,1
32617,37,RMA,XYZ,Good,3,0.7,1
33259,39,RMA,XYZ,Good,3,2.6,1
33618,41,RMA,XYZ,Good,3,8.6,1
34225,92,RMA,XYZ,Good,3,3.4,1
34283,92,RMA,XYZ,Good,3,37.5,1
34548,53,RMA,XYZ,Good,3,0.6,1
35167,43,RMA,XYZ,Good,3,3.4,1
35708,36,RMA,XYZ,Good,3,21.4,1
35841,17,RMA,XYZ,Good,3,0.2,1
36012,36,RMA,XYZ,Good,3,3.6,1
36020,43,RMA,XYZ,Good,3,23.7,1
36707,41,RMA,XYZ,Good,3,2.9,1
38039,37,RMA,XYZ,Good,3,14.4,1
38350,92,RMA,XYZ,Good,3,1.6,1
